X	Y	surf.quadrat	STtot	STfrene	STfrene.lis
519000	2188000	256	4.04	0.16	0.163
519000	2172000	256	5.58	0.121	0.139
519000	2156000	256	3.56	0.121	0.136
519000	2140000	256	2.38	0.101	0.129
519000	2124000	256	6.13	0.169	0.155
519000	2108000	256	9.89	0.121	0.138
519000	2092000	256	3.04	0.199	0.175
519000	2076000	256	4.06	0.199	0.177
519000	2060000	256	4.2	0.101	0.13
519000	2044000	256	4.74	0.102	0.142
519000	2028000	256	7.19	0.334	0.25
519000	2012000	256	5.31	0.111	0.142
519000	1996000	256	7.35	0.101	0.126
519000	1980000	256	9.01	0.179	0.163
519000	1964000	256	4.72	0.101	0.127
519000	1948000	256	4.95	0.17	0.162
519000	1932000	256	3.48	0.179	0.168
519000	1916000	256	3.89	0.16	0.153
519000	1900000	256	1.55	0.101	0.115
519000	1884000	256	2.2	0.101	0.111
519000	1868000	256	1.69	0.101	0.122
519000	1852000	256	2.43	0.276	0.217
519000	1836000	256	0.85	0.112	0.153
519000	1820000	256	2.42	0.161	0.18
519000	1804000	256	1.48	0.102	0.165
519000	1788000	256	7.24	0.282	0.326
519000	1772000	256	13.57	1.133	0.784
519000	1756000	256	10.04	0.633	0.532
535000	2540000	256	2.28	0.506	0.444
535000	2524000	256	1.89	0.164	0.279
535000	2508000	256	5.09	0.389	0.368
535000	2492000	256	7.04	0.407	0.359
535000	2476000	256	3.02	0.232	0.29
535000	2460000	256	6.59	0.349	0.344
535000	2444000	256	3.44	0.252	0.292
535000	2428000	256	5.41	0.192	0.224
535000	2412000	256	2.01	0.142	0.181
535000	2396000	256	1.85	0.122	0.176
535000	2380000	256	1.69	0.621	0.377
535000	2364000	256	1.15	0.102	0.147
535000	2348000	256	0.91	0.131	0.15
535000	2332000	256	0.51	0.19	0.183
535000	2316000	256	2.78	0.112	0.159
535000	2300000	256	2.89	0.697	0.415
535000	2284000	256	8.15	0.461	0.329
535000	2268000	256	7.19	0.102	0.165
535000	2252000	256	5.96	0.268	0.244
535000	2236000	256	5.71	0.18	0.19
535000	2220000	256	5.28	0.102	0.146
535000	2204000	256	5.17	0.382	0.271
535000	2188000	256	6.01	0.17	0.176
535000	2172000	256	4.74	0.101	0.131
535000	2156000	256	2.75	0.15	0.155
535000	2140000	256	2.03	0.101	0.134
535000	2124000	256	7.02	0.121	0.139
535000	2108000	256	10.71	0.101	0.125
535000	2092000	256	5.96	0.111	0.128
535000	2076000	256	5.22	0.111	0.132
535000	2060000	256	5.68	0.131	0.146
535000	2044000	256	5.78	0.171	0.188
535000	2028000	256	5.98	0.403	0.299
535000	2012000	256	5.83	0.102	0.162
535000	1996000	256	5.85	0.161	0.173
535000	1980000	256	5.52	0.101	0.132
535000	1964000	256	4.63	0.101	0.127
535000	1948000	256	5.52	0.15	0.15
535000	1932000	256	3.88	0.131	0.147
535000	1916000	256	2.88	0.16	0.158
535000	1900000	256	1.41	0.101	0.124
535000	1884000	256	3.34	0.101	0.117
535000	1868000	256	2.2	0.101	0.12
535000	1852000	256	0.87	0.121	0.137
535000	1836000	256	0.77	0.267	0.219
535000	1820000	256	1.2	0.287	0.235
535000	1804000	256	2.62	0.162	0.192
535000	1788000	256	4.62	0.143	0.243
535000	1772000	256	11.1	1.087	0.789
535000	1756000	256	7.58	1.123	0.79
551000	2556000	256	2.09	0.496	0.432
551000	2540000	256	6.59	0.585	0.497
551000	2524000	256	1.95	0.497	0.442
551000	2508000	256	2.25	0.263	0.316
551000	2492000	256	3.39	0.233	0.294
551000	2476000	256	2.28	0.184	0.284
551000	2460000	256	4.58	0.919	0.631
551000	2444000	256	4.77	0.545	0.473
551000	2428000	256	2.91	0.369	0.353
551000	2412000	256	7.71	0.261	0.269
551000	2396000	256	3.65	0.182	0.228
551000	2380000	256	1.28	0.336	0.276
551000	2364000	256	0.1	0.102	0.145
551000	2348000	256	0.3	0.101	0.127
551000	2332000	256	1.14	0.102	0.137
551000	2316000	256	1.61	0.277	0.236
551000	2300000	256	7.83	0.132	0.172
551000	2284000	256	11.79	0.112	0.159
551000	2268000	256	10.47	0.112	0.163
551000	2252000	256	6.45	0.393	0.295
551000	2236000	256	3.85	0.373	0.275
551000	2220000	256	2.33	0.141	0.163
551000	2204000	256	2.1	0.16	0.17
551000	2188000	256	9.7	0.17	0.173
551000	2172000	256	3.06	0.131	0.15
551000	2156000	256	3.43	0.209	0.196
551000	2140000	256	6.67	0.297	0.247
551000	2124000	256	6.46	0.2	0.197
551000	2108000	256	9.33	0.121	0.14
551000	2092000	256	11.13	0.101	0.12
551000	2076000	256	13.8	0.121	0.131
551000	2060000	256	7.1	0.266	0.204
551000	2044000	256	6.57	0.141	0.168
551000	2028000	256	9.15	0.527	0.352
551000	2012000	256	7.91	0.318	0.285
551000	1996000	256	4.91	0.365	0.291
551000	1980000	256	2.83	0.219	0.209
551000	1964000	256	4.05	0.101	0.134
551000	1948000	256	3.93	0.141	0.148
551000	1932000	256	4.84	0.141	0.151
551000	1916000	256	3.32	0.19	0.179
551000	1900000	256	4.29	0.209	0.188
551000	1884000	256	6.92	0.16	0.158
551000	1868000	256	0.98	0.101	0.124
551000	1852000	256	1.06	0.101	0.127
551000	1836000	256	1.07	0.121	0.149
551000	1820000	256	0.76	0.151	0.176
551000	1804000	256	0.79	0.239	0.227
551000	1788000	256	4.09	0.153	0.234
551000	1772000	256	9.92	1.017	0.725
551000	1756000	256	12.27	1.786	1.049
567000	2652000	256	1.96	0.659	0.495
567000	2636000	256	3.56	0.904	0.673
567000	2620000	256	1.74	0.655	0.576
567000	2604000	256	1	0.38	0.387
567000	2588000	256	4.94	0.164	0.256
567000	2572000	256	1.83	0.243	0.313
567000	2556000	256	2.04	0.411	0.427
567000	2540000	256	1.36	0.284	0.371
567000	2524000	256	1.44	0.401	0.409
567000	2508000	256	2.52	0.322	0.364
567000	2492000	256	5.41	0.439	0.412
567000	2476000	256	2.53	0.421	0.442
567000	2460000	256	3	0.402	0.442
567000	2444000	256	4.46	0.596	0.541
567000	2428000	256	3.46	0.486	0.429
567000	2412000	256	7.93	0.388	0.358
567000	2396000	256	5.55	0.29	0.296
567000	2380000	256	0.76	0.356	0.298
567000	2364000	256	0.65	0.102	0.147
567000	2348000	256	0.24	0.101	0.133
567000	2332000	256	6.37	0.151	0.166
567000	2316000	256	5.65	0.344	0.254
567000	2300000	256	12.92	0.111	0.141
567000	2284000	256	13	0.101	0.135
567000	2268000	256	11.56	0.383	0.273
567000	2252000	256	6.86	0.219	0.21
567000	2236000	256	2.17	0.102	0.139
567000	2220000	256	0.22	0.101	0.132
567000	2204000	256	3	0.179	0.167
567000	2188000	256	3.13	0.237	0.194
567000	2172000	256	1.44	0.101	0.133
567000	2156000	256	2.01	0.141	0.172
567000	2140000	256	6.23	0.623	0.401
567000	2124000	256	8.64	0.25	0.246
567000	2108000	256	12.53	0.18	0.188
567000	2092000	256	15.04	0.101	0.131
567000	2076000	256	12.32	0.101	0.127
567000	2060000	256	12.37	0.101	0.125
567000	2044000	256	12.71	0.102	0.142
567000	2028000	256	15.12	0.132	0.169
567000	2012000	256	12.43	0.279	0.261
567000	1996000	256	12.36	0.433	0.325
567000	1980000	256	8.72	0.269	0.245
567000	1964000	256	3.54	0.2	0.2
567000	1948000	256	3.61	0.102	0.14
567000	1932000	256	3.71	0.141	0.163
567000	1916000	256	4.33	0.142	0.175
567000	1900000	256	3.91	0.181	0.202
567000	1884000	256	2.68	0.19	0.198
567000	1868000	256	2.36	0.141	0.157
567000	1852000	256	2.82	0.141	0.151
567000	1836000	256	0.56	0.131	0.161
567000	1820000	256	2.3	0.2	0.206
567000	1804000	256	1.65	0.161	0.193
567000	1788000	256	4.22	0.113	0.186
567000	1772000	256	8.25	0.668	0.506
567000	1756000	256	13.52	0.652	0.54
567000	1740000	256	7.43	0.311	0.327
583000	2652000	256	1.65	0.348	0.323
583000	2636000	256	2.4	0.458	0.434
583000	2620000	256	0.64	0.381	0.416
583000	2604000	256	2.5	0.565	0.487
583000	2588000	256	2.68	0.556	0.481
583000	2572000	256	1.46	0.663	0.557
583000	2556000	256	1.7	0.741	0.596
583000	2540000	256	3.53	0.508	0.468
583000	2524000	256	3.01	0.4	0.387
583000	2508000	256	1.43	0.439	0.412
583000	2492000	256	4.04	0.624	0.52
583000	2476000	256	3.28	0.294	0.398
583000	2460000	256	5.83	1.191	0.796
583000	2444000	256	3.72	0.254	0.353
583000	2428000	256	3.66	0.466	0.404
583000	2412000	256	4.35	0.133	0.226
583000	2396000	256	8.54	0.475	0.39
583000	2380000	256	2.45	0.377	0.322
583000	2364000	256	0.59	0.152	0.185
583000	2348000	256	0.57	0.141	0.163
583000	2332000	256	11.45	0.382	0.272
583000	2316000	256	3.93	0.121	0.146
583000	2300000	256	12.69	0.101	0.128
583000	2284000	256	10.38	0.16	0.161
583000	2268000	256	13.24	0.161	0.17
583000	2252000	256	11.66	0.102	0.139
583000	2236000	256	3.57	0.16	0.156
583000	2220000	256	2.64	0.101	0.12
583000	2204000	256	6.1	0.13	0.136
583000	2188000	256	3.18	0.111	0.128
583000	2172000	256	2.13	0.111	0.133
583000	2156000	256	1.6	0.161	0.173
583000	2140000	256	3.18	0.336	0.274
583000	2124000	256	4.83	0.24	0.244
583000	2108000	256	7.57	0.307	0.258
583000	2092000	256	11.24	0.277	0.23
583000	2076000	256	12.85	0.111	0.136
583000	2060000	256	12.26	0.15	0.151
583000	2044000	256	12.22	0.102	0.136
583000	2028000	256	14.25	0.258	0.224
583000	2012000	256	10.64	0.102	0.16
583000	1996000	256	8.16	0.102	0.158
583000	1980000	256	9.32	0.181	0.208
583000	1964000	256	8.15	0.279	0.257
583000	1948000	256	5.6	0.269	0.25
583000	1932000	256	2.27	0.112	0.17
583000	1916000	256	5.2	0.299	0.273
583000	1900000	256	4.23	0.521	0.382
583000	1884000	256	0.83	0.25	0.259
583000	1868000	256	1.18	0.162	0.206
583000	1852000	256	2.09	0.102	0.166
583000	1836000	256	1.77	0.103	0.181
583000	1820000	256	11.89	0.832	0.49
583000	1804000	256	0.42	0.142	0.19
583000	1788000	256	3	0.102	0.162
583000	1772000	256	7.45	0.182	0.224
583000	1756000	256	12.27	0.359	0.339
583000	1740000	256	14.33	0.3	0.305
583000	1724000	256	11.25	0.231	0.24
599000	2652000	256	0.59	0.102	0.165
599000	2636000	256	1.71	0.426	0.359
599000	2620000	256	0.96	0.37	0.375
599000	2604000	256	1.19	0.204	0.299
599000	2588000	256	1.78	0.566	0.494
599000	2572000	256	3.01	0.47	0.48
599000	2556000	256	1.49	0.741	0.61
599000	2540000	256	2.36	0.372	0.414
599000	2524000	256	1.04	0.104	0.227
599000	2508000	256	1.63	0.233	0.297
599000	2492000	256	3.31	0.468	0.442
599000	2476000	256	5.16	0.567	0.529
599000	2460000	256	4.44	0.537	0.495
599000	2444000	256	3.64	0.621	0.485
599000	2428000	256	0.45	0.133	0.218
599000	2412000	256	1.02	0.113	0.216
599000	2396000	256	4.96	0.495	0.415
599000	2380000	256	5.38	0.358	0.325
599000	2364000	256	1.35	0.102	0.165
599000	2348000	256	1.68	0.373	0.272
599000	2332000	256	10.89	0.131	0.156
599000	2316000	256	7.29	0.111	0.136
599000	2300000	256	8.6	0.121	0.141
599000	2284000	256	11.21	0.111	0.143
599000	2268000	256	13.63	0.122	0.156
599000	2252000	256	12.81	0.277	0.219
599000	2236000	256	3.48	0.101	0.127
599000	2220000	256	3.62	0.101	0.118
599000	2204000	256	5.35	0.101	0.118
599000	2188000	256	2.84	0.13	0.136
599000	2172000	256	3.85	0.101	0.132
599000	2156000	256	2.23	0.131	0.161
599000	2140000	256	2.68	0.102	0.159
599000	2124000	256	3.53	0.152	0.192
599000	2108000	256	6.03	0.327	0.27
599000	2092000	256	7.33	0.141	0.173
599000	2076000	256	9.5	0.248	0.213
599000	2060000	256	9.88	0.102	0.142
599000	2044000	256	13.81	0.122	0.172
599000	2028000	256	11.72	0.289	0.271
599000	2012000	256	5.49	0.172	0.223
599000	1996000	256	6.2	0.132	0.19
599000	1980000	256	8.74	0.103	0.178
599000	1964000	256	6.73	0.405	0.332
599000	1948000	256	7.38	0.434	0.34
599000	1932000	256	5.9	0.27	0.268
599000	1916000	256	2.47	0.396	0.331
599000	1900000	256	3.55	0.301	0.315
599000	1884000	256	4.07	0.282	0.32
599000	1868000	256	3.71	0.361	0.385
599000	1852000	256	7.73	0.821	0.568
599000	1836000	256	8.17	0.213	0.297
599000	1820000	256	14.94	0.56	0.414
599000	1804000	256	1.41	0.279	0.26
599000	1788000	256	4.7	0.112	0.153
599000	1772000	256	11.31	0.268	0.229
599000	1756000	256	17.44	0.22	0.223
599000	1740000	256	11.1	0.241	0.251
599000	1724000	256	9.72	0.445	0.365
615000	2636000	256	2.5	0.442	0.318
615000	2620000	256	1.09	0.212	0.259
615000	2604000	256	1.94	0.533	0.419
615000	2588000	256	1.1	0.301	0.322
615000	2572000	256	1	0.262	0.31
615000	2556000	256	1.56	0.641	0.501
615000	2540000	256	1.41	0.602	0.483
615000	2524000	256	3.24	0.457	0.4
615000	2508000	256	0.75	0.124	0.233
615000	2492000	256	0.92	0.244	0.337
615000	2476000	256	7.96	0.864	0.632
615000	2460000	256	7.94	0.224	0.328
615000	2444000	256	0.69	0.104	0.223
615000	2428000	256	1.23	0.144	0.253
615000	2412000	256	4.61	0.574	0.473
615000	2396000	256	4.72	0.419	0.409
615000	2380000	256	9.47	0.349	0.34
615000	2364000	256	2.66	0.103	0.183
615000	2348000	256	0.22	0.122	0.171
615000	2332000	256	3.12	0.102	0.153
615000	2316000	256	9.58	0.102	0.15
615000	2300000	256	5.42	0.102	0.159
615000	2284000	256	4.51	0.355	0.278
615000	2268000	256	6.92	0.22	0.222
615000	2252000	256	6.39	0.248	0.213
615000	2236000	256	1.78	0.101	0.133
615000	2220000	256	2.15	0.15	0.143
615000	2204000	256	8.15	0.13	0.134
615000	2188000	256	5.31	0.14	0.142
615000	2172000	256	3.42	0.218	0.186
615000	2156000	256	1.62	0.363	0.257
615000	2140000	256	4.08	0.287	0.241
615000	2124000	256	5.81	0.268	0.237
615000	2108000	256	4.08	0.132	0.173
615000	2092000	256	7.28	0.161	0.188
615000	2076000	256	7.59	0.122	0.17
615000	2060000	256	11.05	0.211	0.223
615000	2044000	256	8.86	0.367	0.312
615000	2028000	256	6.14	0.713	0.475
615000	2012000	256	8.15	0.571	0.443
615000	1996000	256	5.23	0.676	0.477
615000	1980000	256	10.24	0.368	0.339
615000	1964000	256	11.13	0.251	0.267
615000	1948000	256	6.16	0.221	0.239
615000	1932000	256	1.48	0.182	0.215
615000	1916000	256	4.45	0.308	0.275
615000	1900000	256	2.07	0.163	0.234
615000	1884000	256	6.48	0.832	0.576
615000	1868000	256	6.1	0.789	0.646
615000	1852000	256	13.46	1.69	0.981
615000	1836000	256	11.39	0.439	0.438
615000	1820000	256	14.81	0.29	0.291
615000	1804000	256	1.39	0.191	0.206
615000	1788000	256	4.99	0.121	0.148
615000	1772000	256	8.16	0.16	0.161
615000	1756000	256	4.89	0.112	0.144
615000	1740000	256	3.86	0.102	0.161
615000	1724000	256	9.91	0.387	0.345
631000	2620000	256	0.39	0.172	0.212
631000	2604000	256	0.88	0.559	0.405
631000	2588000	256	0	0.103	0.191
631000	2572000	256	0.67	0.133	0.209
631000	2556000	256	0.63	0.173	0.243
631000	2540000	256	0.46	0.272	0.315
631000	2524000	256	0.96	0.273	0.328
631000	2508000	256	4.88	0.537	0.477
631000	2492000	256	3.04	0.383	0.446
631000	2476000	256	4.73	0.615	0.535
631000	2460000	256	4.61	0.164	0.294
631000	2444000	256	2.77	0.526	0.46
631000	2428000	256	4.79	0.635	0.562
631000	2412000	256	5.75	0.81	0.667
631000	2396000	256	3.07	0.344	0.433
631000	2380000	256	10.98	0.293	0.354
631000	2364000	256	8.7	0.561	0.421
631000	2348000	256	2.27	0.26	0.251
631000	2332000	256	4.48	0.327	0.27
631000	2316000	256	6.49	0.462	0.338
631000	2300000	256	7.62	0.492	0.376
631000	2284000	256	4.17	0.539	0.38
631000	2268000	256	3.79	0.102	0.171
631000	2252000	256	3.05	0.325	0.25
631000	2236000	256	2.2	0.121	0.15
631000	2220000	256	0.98	0.101	0.129
631000	2204000	256	2.63	0.15	0.153
631000	2188000	256	7.99	0.101	0.128
631000	2172000	256	5.55	0.101	0.132
631000	2156000	256	2.91	0.102	0.14
631000	2140000	256	3.41	0.122	0.166
631000	2124000	256	7.41	0.278	0.249
631000	2108000	256	7.16	0.122	0.184
631000	2092000	256	9.96	0.192	0.231
631000	2076000	256	8.02	0.291	0.307
631000	2060000	256	9.92	0.368	0.342
631000	2044000	256	10.48	0.202	0.255
631000	2028000	256	3.24	0.212	0.257
631000	2012000	256	8.78	0.3	0.317
631000	1996000	256	7.35	0.61	0.46
631000	1980000	256	5.29	0.445	0.375
631000	1964000	256	8.07	0.241	0.256
631000	1948000	256	6.54	0.162	0.197
631000	1932000	256	4.64	0.132	0.17
631000	1916000	256	3.67	0.152	0.182
631000	1900000	256	4.17	0.152	0.212
631000	1884000	256	4.99	0.37	0.374
631000	1868000	256	4.4	0.421	0.472
631000	1852000	256	14.55	0.508	0.492
631000	1836000	256	20.59	0.291	0.33
631000	1820000	256	8.68	0.356	0.292
631000	1804000	256	1.71	0.102	0.141
631000	1788000	256	1.87	0.16	0.154
631000	1772000	256	4.13	0.101	0.118
631000	1756000	256	0.82	0.101	0.122
631000	1740000	256	1.24	0.17	0.174
631000	1724000	256	6.37	0.318	0.294
647000	2620000	256	0.74	0.268	0.237
647000	2604000	256	0.89	0.221	0.237
647000	2588000	256	0.28	0.309	0.287
647000	2572000	256	1.29	0.191	0.221
647000	2556000	256	1.81	0.444	0.347
647000	2540000	256	0.75	0.193	0.251
647000	2524000	256	1.59	0.253	0.332
647000	2508000	256	8.21	0.945	0.718
647000	2492000	256	9.16	0.688	0.652
647000	2476000	256	7.4	0.705	0.628
647000	2460000	256	3.21	0.226	0.387
647000	2444000	256	3.02	0.463	0.523
647000	2428000	256	3.72	0.873	0.762
647000	2412000	256	5.05	0.929	0.763
647000	2396000	256	6.18	0.831	0.7
647000	2380000	256	7.16	0.645	0.574
647000	2364000	256	3.5	0.409	0.4
647000	2348000	256	4.13	0.143	0.217
647000	2332000	256	2.04	0.113	0.186
647000	2316000	256	5.42	0.271	0.286
647000	2300000	256	8.04	0.262	0.304
647000	2284000	256	7.89	0.347	0.307
647000	2268000	256	4.63	0.112	0.168
647000	2252000	256	2.86	0.229	0.203
647000	2236000	256	3.47	0.141	0.168
647000	2220000	256	6.72	0.229	0.206
647000	2204000	256	5.73	0.141	0.16
647000	2188000	256	3.6	0.18	0.177
647000	2172000	256	3.44	0.121	0.146
647000	2156000	256	2.28	0.102	0.143
647000	2140000	256	4.43	0.19	0.198
647000	2124000	256	10.36	0.269	0.252
647000	2108000	256	8.25	0.29	0.284
647000	2092000	256	11.39	0.591	0.455
647000	2076000	256	8.91	0.805	0.594
647000	2060000	256	9.84	0.776	0.575
647000	2044000	256	3.79	0.123	0.227
647000	2028000	256	3.13	0.103	0.188
647000	2012000	256	3.18	0.251	0.261
647000	1996000	256	2.13	0.132	0.195
647000	1980000	256	9.62	0.211	0.227
647000	1964000	256	3.57	0.327	0.273
647000	1948000	256	9.79	0.259	0.231
647000	1932000	256	4.39	0.2	0.191
647000	1916000	256	2.27	0.102	0.141
647000	1900000	256	4.68	0.326	0.264
647000	1884000	256	3.98	0.358	0.317
647000	1868000	256	7.42	0.514	0.426
647000	1852000	256	12.85	0.619	0.464
647000	1836000	256	11.95	0.172	0.22
647000	1820000	256	3.83	0.102	0.145
647000	1804000	256	1.06	0.179	0.163
647000	1788000	256	2	0.101	0.115
647000	1772000	256	1.27	0.101	0.111
647000	1756000	256	0.82	0.101	0.114
647000	1740000	256	0.18	0.16	0.154
663000	2604000	256	2.84	0.452	0.325
663000	2588000	256	0.62	0.172	0.213
663000	2572000	256	1.89	0.376	0.314
663000	2556000	256	0.22	0.103	0.193
663000	2540000	256	1.37	0.252	0.299
663000	2524000	256	3.64	0.46	0.467
663000	2508000	256	4.36	0.533	0.603
663000	2492000	256	4.37	1.04	0.892
663000	2476000	256	5.27	0.377	0.549
663000	2460000	256	4.51	0.817	0.77
663000	2444000	256	6.04	1.481	1.07
663000	2428000	256	2.53	0.445	0.58
663000	2412000	256	2.29	0.561	0.59
663000	2396000	256	2.26	0.345	0.471
663000	2380000	256	2.38	0.972	0.72
663000	2364000	256	5.15	0.651	0.508
663000	2348000	256	5.15	0.192	0.233
663000	2332000	256	5.53	0.172	0.224
663000	2316000	256	7.47	0.397	0.356
663000	2300000	256	7.8	0.32	0.331
663000	2284000	256	4.81	0.414	0.325
663000	2268000	256	6.25	0.102	0.146
663000	2252000	256	7.96	0.121	0.149
663000	2236000	256	10.05	0.21	0.204
663000	2220000	256	3.56	0.393	0.286
663000	2204000	256	5.53	0.229	0.208
663000	2188000	256	3.96	0.112	0.149
663000	2172000	256	4.08	0.525	0.326
663000	2156000	256	1.35	0.258	0.223
663000	2140000	256	3.34	0.229	0.21
663000	2124000	256	3.07	0.259	0.243
663000	2108000	256	2.43	0.348	0.312
663000	2092000	256	1.13	0.174	0.284
663000	2076000	256	3.42	0.664	0.577
663000	2060000	256	3.6	0.654	0.575
663000	2044000	256	5.52	0.419	0.401
663000	2028000	256	7.69	0.474	0.378
663000	2012000	256	6.74	0.24	0.24
663000	1996000	256	6.61	0.152	0.182
663000	1980000	256	6.05	0.102	0.145
663000	1964000	256	2.05	0.102	0.149
663000	1948000	256	8.11	0.239	0.211
663000	1932000	256	5.45	0.141	0.157
663000	1916000	256	4.33	0.121	0.144
663000	1900000	256	4.23	0.102	0.144
663000	1884000	256	2.13	0.152	0.19
663000	1868000	256	11.97	0.201	0.232
663000	1852000	256	13.48	0.269	0.255
663000	1836000	256	7.92	0.277	0.232
663000	1820000	256	0.4	0.101	0.125
679000	2604000	256	4.42	0.249	0.235
679000	2588000	256	0.36	0.103	0.178
679000	2572000	256	0.26	0.212	0.241
679000	2556000	256	1.02	0.417	0.359
679000	2540000	256	1.69	0.418	0.386
679000	2524000	256	1.94	0.461	0.472
679000	2508000	256	9.65	1.325	0.974
679000	2492000	256	4.66	1.549	1.117
679000	2476000	256	2.88	0.565	0.702
679000	2460000	256	4.73	0.994	0.912
679000	2444000	256	5.41	1.533	1.151
679000	2428000	256	1.66	0.748	0.718
679000	2412000	256	2.24	0.245	0.389
679000	2396000	256	2.03	0.539	0.519
679000	2380000	256	1.63	0.787	0.594
679000	2364000	256	4.08	0.144	0.244
679000	2348000	256	9.01	0.251	0.268
679000	2332000	256	7.48	0.163	0.232
679000	2316000	256	7.8	0.772	0.531
679000	2300000	256	6.45	0.733	0.503
679000	2284000	256	6.68	0.102	0.169
679000	2268000	256	8.42	0.121	0.15
679000	2252000	256	7.44	0.102	0.136
679000	2236000	256	7.51	0.268	0.227
679000	2220000	256	10.33	0.19	0.193
679000	2204000	256	7.84	0.112	0.149
679000	2188000	256	4.01	0.122	0.157
679000	2172000	256	4.54	0.219	0.206
679000	2156000	256	2.42	0.102	0.147
679000	2140000	256	1.82	0.102	0.146
679000	2124000	256	4.3	0.102	0.167
679000	2108000	256	3.09	0.163	0.233
679000	2092000	256	1.38	0.194	0.302
679000	2076000	256	7.55	1.056	0.722
679000	2060000	256	5.73	0.431	0.469
679000	2044000	256	7.58	0.488	0.46
679000	2028000	256	7.28	0.233	0.299
679000	2012000	256	10.65	0.241	0.258
679000	1996000	256	11.4	0.132	0.169
679000	1980000	256	7.05	0.248	0.204
679000	1964000	256	8.09	0.121	0.147
679000	1948000	256	6.79	0.189	0.177
679000	1932000	256	5.89	0.111	0.141
679000	1916000	256	6.27	0.101	0.132
679000	1900000	256	4.79	0.17	0.171
679000	1884000	256	5.4	0.257	0.213
679000	1868000	256	5.14	0.121	0.15
679000	1852000	256	4.64	0.199	0.184
679000	1836000	256	2.44	0.101	0.128
679000	1820000	256	0.7	0.101	0.116
695000	2588000	256	3.33	0.3	0.291
695000	2572000	256	5.47	0.222	0.28
695000	2556000	256	2.45	0.321	0.353
695000	2540000	256	0.81	0.234	0.328
695000	2524000	256	1.19	0.235	0.353
695000	2508000	256	5.08	0.6	0.607
695000	2492000	256	6.09	1.422	1.027
695000	2476000	256	4.11	0.338	0.565
695000	2460000	256	4.72	1.071	0.948
695000	2444000	256	7.42	0.982	0.862
695000	2428000	256	4.55	0.54	0.551
695000	2412000	256	6.33	0.48	0.476
695000	2396000	256	2.65	0.546	0.484
695000	2380000	256	1.89	0.144	0.268
695000	2364000	256	4.21	0.222	0.273
695000	2348000	256	8.89	0.232	0.264
695000	2332000	256	3.87	0.3	0.307
695000	2316000	256	4.9	0.31	0.319
695000	2300000	256	2.89	0.387	0.34
695000	2284000	256	8.46	0.122	0.179
695000	2268000	256	11.13	0.122	0.162
695000	2252000	256	4.67	0.181	0.191
695000	2236000	256	5.23	0.102	0.155
695000	2220000	256	4.71	0.161	0.178
695000	2204000	256	4.19	0.102	0.14
695000	2188000	256	3.08	0.248	0.205
695000	2172000	256	3.59	0.238	0.197
695000	2156000	256	3.49	0.121	0.14
695000	2140000	256	0.95	0.112	0.148
695000	2124000	256	6.49	0.385	0.306
695000	2108000	256	14.73	0.514	0.417
695000	2092000	256	9.34	0.681	0.541
695000	2076000	256	9.24	0.479	0.472
695000	2060000	256	16.62	0.224	0.343
695000	2044000	256	24.79	0.536	0.462
695000	2028000	256	17.9	0.582	0.453
695000	2012000	256	8.87	0.348	0.309
695000	1996000	256	9.63	0.201	0.21
695000	1980000	256	8.07	0.102	0.14
695000	1964000	256	7.16	0.102	0.141
695000	1948000	256	13.36	0.238	0.201
695000	1932000	256	5.31	0.102	0.141
695000	1916000	256	6.97	0.238	0.2
695000	1900000	256	18.1	0.248	0.206
695000	1884000	256	8.7	0.101	0.127
695000	1868000	256	5.49	0.111	0.127
695000	1852000	256	2.32	0.13	0.132
695000	1836000	256	0.54	0.101	0.115
711000	2572000	256	1.23	0.496	0.425
711000	2556000	256	5	0.985	0.644
711000	2540000	256	1.61	0.421	0.437
711000	2524000	256	1.53	0.392	0.439
711000	2508000	256	3.64	0.304	0.405
711000	2492000	256	4.4	0.364	0.451
711000	2476000	256	4.05	0.967	0.771
711000	2460000	256	6.41	0.959	0.8
711000	2444000	256	10.68	0.965	0.739
711000	2428000	256	2.04	0.194	0.303
711000	2412000	256	0.79	0.134	0.249
711000	2396000	256	1.93	0.984	0.637
711000	2380000	256	0.74	0.234	0.324
711000	2364000	256	3.86	0.438	0.397
711000	2348000	256	7.68	0.243	0.307
711000	2332000	256	4.5	0.301	0.316
711000	2316000	256	5.52	0.232	0.265
711000	2300000	256	6.14	0.113	0.183
711000	2284000	256	11.03	0.452	0.332
711000	2268000	256	8.76	0.269	0.25
711000	2252000	256	8.15	0.336	0.273
711000	2236000	256	8.19	0.317	0.267
711000	2220000	256	5.25	0.316	0.255
711000	2204000	256	8.03	0.141	0.172
711000	2188000	256	4.16	0.102	0.138
711000	2172000	256	2.51	0.101	0.132
711000	2156000	256	3.58	0.101	0.125
711000	2140000	256	3.27	0.141	0.164
711000	2124000	256	11.55	0.587	0.399
711000	2108000	256	16.47	0.233	0.306
711000	2092000	256	14.34	0.372	0.415
711000	2076000	256	18.99	0.528	0.499
711000	2060000	256	19.3	0.4	0.407
711000	2044000	256	16.93	0.302	0.334
711000	2028000	256	16.19	0.272	0.304
711000	2012000	256	6.67	0.173	0.244
711000	1996000	256	6.32	0.221	0.237
711000	1980000	256	6.46	0.161	0.184
711000	1964000	256	7.93	0.112	0.149
711000	1948000	256	12.61	0.411	0.278
711000	1932000	256	9.45	0.102	0.143
711000	1916000	256	14.22	0.276	0.217
