X	Y	surf.quadrat	STtot	STfrene	STfrene.lis
1159000	1676000	256	11.59	0.144	0.265
1159000	1644000	256	8.17	0.104	0.228
1175000	1756000	256	2.98	0.104	0.225
1175000	1740000	256	14.3	0.104	0.226
1175000	1708000	256	9.56	0.104	0.239
1175000	1724000	256	11.76	0.104	0.229
1175000	1692000	256	20.54	0.253	0.33
1175000	1660000	256	14.02	0.104	0.233
1175000	1676000	256	7.28	0.104	0.243
71000	2412000	53.3	0.11	0.1	0.107
71000	2396000	54.4	0	0.1	0.108
71000	2364000	17.2	0	0.101	0.112
87000	2428000	29.3	0	0.1	0.107
87000	2412000	253.1	1.1	0.101	0.114
87000	2396000	148.9	1.78	0.101	0.116
87000	2380000	68.9	2.72	0.101	0.12
87000	2364000	128.2	1.37	0.198	0.165
87000	2348000	9.7	6	0.101	0.112
103000	2428000	113.2	0.18	0.1	0.108
103000	2396000	178.4	5.08	0.39	0.251
103000	2380000	150.2	5	0.101	0.129
103000	2364000	177.2	3.4	0.12	0.128
103000	2348000	219.2	2.24	0.101	0.111
103000	2332000	98.6	2.55	0.1	0.107
119000	2428000	129.9	0.78	0.101	0.109
119000	2332000	60.3	1.28	0.1	0.108
135000	2428000	148.5	0.24	0.101	0.111
135000	2348000	254.3	1.8	0.101	0.118
135000	2332000	106.9	1.66	0.101	0.118
151000	2428000	137.5	4.4	0.13	0.132
151000	2332000	220.7	2.84	0.448	0.293
167000	2444000	44.3	0.19	0.101	0.121
167000	2428000	185.5	1.65	0.101	0.128
167000	2316000	112	1.47	0.101	0.124
167000	2300000	1.6	0	0.101	0.11
183000	2444000	69.7	4.11	0.363	0.267
183000	2316000	218.9	6.68	0.159	0.146
183000	2300000	45.4	0	0.101	0.112
183000	2284000	25.8	0	0.1	0.106
183000	2268000	65.6	0	0.1	0.105
199000	2444000	86.8	2.22	0.101	0.127
199000	2428000	252.4	3.13	0.18	0.179
199000	2300000	132.2	4.25	0.101	0.115
199000	2284000	3.8	0	0.1	0.106
199000	2268000	4.2	0	0.1	0.105
215000	2444000	3.9	0	0.101	0.118
215000	2428000	79.5	1.51	0.16	0.163
215000	2412000	227.8	3.12	0.316	0.248
215000	2300000	159.9	2.61	0.101	0.113
215000	2284000	27.6	1.29	0.1	0.106
215000	2268000	0.6	0	0.1	0.105
231000	2412000	36.5	2.33	0.102	0.149
231000	2396000	248.5	1.55	0.315	0.245
231000	2284000	46.5	0.69	0.1	0.107
231000	2268000	73.6	0	0.1	0.106
231000	2204000	0.9	1.04	0.1	0.105
247000	2412000	166.8	1.99	0.337	0.298
247000	2284000	254	3.01	0.101	0.109
247000	2268000	228.3	1.28	0.101	0.111
247000	2252000	7.9	0	0.101	0.112
247000	2236000	35.4	0	0.101	0.11
247000	2220000	0.5	0.94	0.1	0.106
247000	2204000	22.7	1.04	0.1	0.106
263000	2412000	137.6	1.02	0.289	0.269
263000	2268000	247.8	0.82	0.14	0.134
263000	2252000	205.6	1.03	0.207	0.164
263000	2236000	40.3	0	0.101	0.113
263000	2220000	175	0.4	0.101	0.109
263000	2204000	76	3.19	0.1	0.107
263000	1836000	2	5.01	0.399	0.385
263000	1820000	29	2.72	0.102	0.166
279000	2412000	167.5	1.55	0.131	0.161
279000	2236000	254.1	0.72	0.121	0.136
279000	2188000	147.8	0.79	0.101	0.11
279000	2172000	38.1	1.26	0.101	0.11
279000	1836000	90.4	5.11	0.349	0.339
279000	1820000	165.6	7.19	0.725	0.521
295000	2540000	6.3	0	0.101	0.119
295000	2524000	110.1	1.66	0.354	0.273
295000	2508000	103.4	0.66	0.101	0.128
295000	2492000	31.3	0	0.101	0.12
295000	2428000	0.4	0.72	0.12	0.128
295000	2412000	124.1	0.8	0.15	0.15
295000	2172000	219.5	2.35	0.159	0.144
295000	2156000	0.7	0	0.101	0.113
295000	2140000	12.6	0	0.101	0.109
295000	1884000	31.3	22.09	0.1	0.108
295000	1868000	100.3	13.17	0.101	0.117
295000	1852000	176.6	8.83	0.171	0.191
295000	1820000	220.5	4.37	0.251	0.28
295000	1804000	117.2	7.77	0.123	0.189
295000	1788000	66.5	10.79	0.26	0.261
311000	2524000	160.1	1.41	0.101	0.123
311000	2492000	237.2	1.58	0.256	0.196
311000	2476000	124.4	1.76	0.101	0.117
311000	2460000	98.3	0	0.101	0.112
311000	2444000	76.2	0	0.101	0.111
311000	2428000	95.1	0.28	0.101	0.113
311000	2412000	108	0.98	0.12	0.127
311000	2156000	107	2.14	0.101	0.12
311000	2140000	60.7	2.63	0.101	0.112
311000	2124000	29.7	0.81	0.101	0.121
311000	2108000	53.8	3.55	0.161	0.173
311000	1980000	33.4	12.09	0.1	0.106
311000	1964000	26.9	17.6	0.1	0.106
311000	1948000	78.1	11.17	0.1	0.106
311000	1932000	116.1	0.43	0.1	0.106
311000	1916000	164.5	8.29	0.1	0.105
311000	1900000	222.8	14.57	0.1	0.106
311000	1804000	253	4.56	0.357	0.31
311000	1788000	117.8	8.02	0.182	0.218
327000	2524000	189.2	3.16	0.101	0.113
327000	2412000	233.9	0.98	0.101	0.114
327000	2156000	208.1	0	0.101	0.128
327000	2140000	106.2	0.78	0.101	0.12
327000	2124000	17.9	0.37	0.102	0.136
327000	2108000	95.6	5.86	0.288	0.252
327000	2092000	183	8.5	0.279	0.263
327000	2076000	54.9	4.6	0.102	0.139
327000	2060000	102.7	6.88	0.101	0.127
327000	2044000	146.1	9.79	0.101	0.121
327000	2028000	178	11.1	0.121	0.13
327000	2012000	213.8	10.22	0.101	0.112
327000	1996000	248.2	13.97	0.1	0.107
327000	1980000	191.1	11.2	0.1	0.107
327000	1964000	183.3	11.86	0.101	0.109
327000	1788000	228.1	13.92	0.522	0.403
327000	1772000	9	0	0.102	0.153
343000	2524000	69.9	0.59	0.1	0.108
343000	2508000	52.9	0	0.101	0.112
343000	2492000	195.4	0.48	0.15	0.143
343000	2124000	241.6	0.3	0.229	0.213
343000	2108000	253.7	0.72	0.481	0.349
343000	2076000	222.6	1.61	0.269	0.254
343000	2060000	82.8	0.8	0.102	0.152
343000	2044000	241.6	2.97	0.19	0.182
343000	1772000	48.7	2.73	0.103	0.175
359000	2492000	146.4	0	0.101	0.124
359000	2060000	217.8	3.94	0.738	0.46
359000	2044000	147.8	1.35	0.229	0.214
359000	2028000	187.6	0.74	0.111	0.141
359000	2012000	226	3.18	0.305	0.221
359000	1772000	232.9	7.13	0.251	0.263
359000	1756000	34.5	11.59	0.101	0.131
375000	2492000	70	0.71	0.101	0.131
375000	1756000	50.7	4.57	0.102	0.136
391000	2492000	41.4	0	0.102	0.14
391000	1756000	83.3	2.12	0.102	0.144
407000	2492000	5	0.82	0.19	0.197
407000	2476000	222.1	0.7	0.259	0.233
407000	1756000	250.2	1.41	0.112	0.16
407000	1740000	19.3	0	0.101	0.121
423000	2476000	209.2	1.75	0.171	0.199
423000	1756000	241.5	2.11	0.102	0.168
423000	1740000	3.5	1.85	0.141	0.155
439000	2524000	42.6	0	0.101	0.13
439000	2492000	118.4	3.41	0.171	0.187
439000	1756000	255.3	4.88	0.299	0.294
439000	1740000	34.3	0.86	0.102	0.143
455000	2540000	4.6	0	0.102	0.154
455000	2524000	218.8	1.75	0.384	0.301
455000	2492000	248.8	2.67	0.171	0.192
455000	1756000	249.4	7.11	0.493	0.396
455000	1740000	41.4	6.96	0.102	0.147
471000	2540000	115.2	1.92	0.329	0.313
471000	1756000	43.4	7.8	0.103	0.227
471000	1740000	2.4	0	0.102	0.156
487000	2540000	189.4	1.22	0.32	0.318
487000	1756000	130.4	3.66	0.631	0.502
503000	2556000	4.2	1.81	0.34	0.335
503000	2540000	247.8	0.94	0.222	0.258
503000	1756000	223.9	7.39	0.391	0.422
503000	1740000	10.1	0	0.103	0.178
519000	2556000	104.3	0	0.103	0.193
519000	1740000	73.2	1.71	0.103	0.189
535000	2572000	87.3	0.98	0.152	0.203
535000	2556000	248.9	4.7	0.467	0.414
535000	1740000	168.4	1.62	0.103	0.212
551000	2636000	199.5	3.6	0.957	0.773
551000	2620000	199.5	3.14	0.549	0.548
551000	2604000	212.6	2.38	0.242	0.291
551000	2588000	227.4	3.54	0.123	0.188
551000	2572000	231	0.94	0.271	0.291
551000	1740000	230.7	4.83	0.272	0.323
551000	1724000	90	2.47	0.102	0.148
567000	1724000	247	4.44	0.191	0.214
567000	1708000	61.9	5.66	0.102	0.136
583000	1708000	91.7	7.95	0.24	0.237
599000	1708000	57.4	3.78	0.103	0.187
615000	1708000	168.7	11.74	1.311	0.849
631000	1708000	90.4	9.65	0.534	0.453
647000	1724000	225.8	6.68	0.122	0.154
647000	1708000	1.7	5.3	0.239	0.229
663000	1804000	251.8	1.28	0.101	0.114
663000	1788000	134.5	0.86	0.101	0.111
663000	1772000	56.8	0	0.1	0.108
663000	1756000	46.2	0.97	0.101	0.11
663000	1740000	43.2	0	0.101	0.114
663000	1724000	121.5	3.82	0.101	0.122
663000	1708000	11.5	0	0.101	0.12
679000	2620000	19.5	3.52	0.102	0.145
679000	1804000	101.7	0	0.101	0.109
695000	2620000	0.4	3.64	0.191	0.208
695000	1820000	240	0.62	0.12	0.119
695000	1804000	25.5	1.17	0.1	0.108
711000	2604000	2.2	3.38	0.31	0.316
711000	1820000	74.9	0	0.101	0.11
727000	2604000	1.6	3.44	0.39	0.395
727000	1836000	136.6	0.31	0.169	0.146
743000	2572000	1.7	9.34	0.221	0.242
743000	1836000	103	0.27	0.101	0.112
759000	1836000	220.6	0.03	0.101	0.114
775000	2540000	244.5	15.33	0.282	0.321
775000	1836000	225.5	0.36	0.121	0.13
775000	1820000	8.6	0	0.101	0.116
791000	2572000	0.2	14.44	0.141	0.155
791000	2556000	0.5	15.39	0.161	0.191
791000	2540000	51.5	18.32	0.103	0.213
791000	1820000	139.9	0.42	0.256	0.202
807000	2540000	0.4	10.95	0.467	0.428
807000	2524000	168.8	6.49	0.303	0.382
807000	1820000	62.9	0	0.101	0.115
823000	2524000	16.9	6.83	0.234	0.334
823000	2508000	197.9	7.36	0.559	0.542
823000	1820000	142.6	2.98	0.101	0.111
839000	2508000	147.6	10.14	1.165	0.823
839000	1820000	143.8	0.97	0.101	0.11
839000	1804000	8.2	0	0.1	0.107
855000	2508000	136	8	0.421	0.438
855000	1804000	105.9	2.76	0.1	0.106
871000	2508000	57.9	8.3	0.252	0.296
871000	1804000	167.4	4.73	0.1	0.108
887000	2508000	98.7	2.24	0.475	0.391
887000	2188000	228.8	16.94	0.274	0.362
887000	2172000	162	19.55	0.283	0.355
887000	2156000	207.7	15.55	0.394	0.482
887000	2140000	102	4.31	0.701	0.731
887000	1804000	245.1	7.09	0.101	0.114
887000	1788000	47.7	7.06	0.101	0.114
903000	2508000	36.1	1.22	0.102	0.144
903000	2492000	219.2	7.3	0.231	0.245
903000	2204000	231.9	14.28	0.252	0.293
903000	2188000	30.7	25.62	0.103	0.173
903000	2156000	137	5.89	0.104	0.281
903000	2140000	176.6	6.7	0.932	0.82
903000	1788000	33	0.11	0.101	0.115
919000	2492000	8.1	0	0.102	0.148
919000	2476000	150.4	6.23	0.142	0.198
919000	2236000	244.2	10.93	0.314	0.388
919000	2220000	48.9	15.86	0.409	0.386
919000	2204000	20.7	15.45	0.102	0.154
919000	1804000	230.8	5.6	0.101	0.116
919000	1788000	18.6	3.51	0.101	0.114
935000	2476000	139.9	5.24	0.308	0.276
935000	2252000	230.5	9.49	0.316	0.474
935000	2236000	51.7	6.03	0.343	0.406
935000	2172000	99.1	10.59	0.68	0.685
935000	2156000	250.8	17.37	0.569	0.555
935000	2028000	238.5	6.34	0.278	0.243
935000	2012000	233.2	5.6	0.102	0.14
935000	1804000	147.4	11.27	0.101	0.111
935000	1788000	17.7	0	0.1	0.107
951000	2476000	31	6.27	0.453	0.344
951000	2284000	133.8	10.42	1.396	1.194
951000	2268000	122.4	14.97	1.522	1.247
951000	2252000	24.3	23.68	0.848	0.813
951000	2156000	38.9	5.02	0.849	0.696
951000	2140000	57.4	2.55	0.103	0.2
951000	2124000	217.8	4.99	0.122	0.182
951000	2108000	210.5	5.79	0.152	0.192
951000	2092000	99.9	0	0.102	0.167
951000	2028000	160.5	5.55	0.101	0.123
951000	2012000	40.5	2.25	0.101	0.121
951000	1996000	174.8	3.63	0.101	0.116
951000	1836000	238.3	4.35	0.198	0.169
951000	1820000	134.2	6.46	0.111	0.123
951000	1804000	46.1	8.96	0.1	0.108
967000	2476000	88.3	4.01	0.102	0.135
967000	2284000	119.5	9.21	1.33	1.197
967000	2124000	23.9	0	0.101	0.126
967000	2108000	35.5	0	0.101	0.124
967000	2076000	59.6	0	0.101	0.127
967000	2060000	211	0.83	0.101	0.123
967000	2044000	250.9	0.7	0.101	0.113
967000	2028000	37.7	0.11	0.101	0.111
967000	1996000	62.6	1.94	0.1	0.108
967000	1980000	187.6	3.1	0.1	0.108
967000	1964000	76.3	0.38	0.101	0.109
967000	1948000	66.6	0	0.101	0.11
967000	1932000	172.2	4.17	0.11	0.116
967000	1852000	246.9	4.45	0.14	0.139
967000	1836000	115.4	3.5	0.101	0.115
983000	2476000	18.6	18.51	0.101	0.128
983000	2460000	227.4	22.76	0.102	0.152
983000	2364000	251.8	3.18	1.22	0.815
983000	2348000	249.9	1.62	0.253	0.312
983000	2332000	250	3.76	0.134	0.235
983000	2316000	231	7.29	0.528	0.503
983000	2300000	249	3.42	1.059	0.899
983000	2284000	96.3	11.92	0.543	0.613
983000	2060000	21.7	0	0.101	0.109
983000	2044000	12.1	0	0.1	0.108
983000	1980000	1.2	0	0.1	0.106
983000	1932000	8.5	0	0.1	0.108
983000	1916000	241.8	9.2	0.13	0.124
983000	1868000	250	4.29	0.15	0.14
983000	1852000	120.5	2.16	0.101	0.116
999000	2460000	194.3	16.44	0.26	0.259
999000	2412000	208.8	1.43	0.381	0.409
999000	2396000	156.4	4.81	1.424	1.066
999000	2380000	115.4	4.88	1.111	0.992
999000	2364000	22.5	6.03	0.89	0.746
999000	2348000	21.9	1.89	0.103	0.19
999000	2332000	5.5	4.85	0.102	0.157
999000	2300000	24.4	0	0.103	0.202
999000	1916000	143	10.23	0.101	0.11
999000	1868000	148.7	3.81	0.12	0.121
1015000	2460000	163.4	3.55	0.26	0.257
1015000	2444000	251.2	7.15	0.347	0.308
1015000	2428000	96.9	3.07	0.572	0.462
1015000	1916000	163	9.26	0.11	0.117
1015000	1900000	240.5	12.05	0.12	0.121
1015000	1884000	152.3	6.82	0.101	0.109
1015000	1868000	21.1	0.31	0.1	0.108
1031000	2460000	36.9	2.92	0.101	0.134
1031000	2444000	21.9	1.37	0.102	0.151
1031000	1916000	82.1	9.2	0.14	0.138
1031000	1900000	38.5	11.42	0.101	0.11
1111000	1708000	33.9	0	0.104	0.229
1111000	1724000	31.3	0.15	0.104	0.229
1127000	1756000	42.9	0	0.104	0.23
1127000	1740000	213.9	0.92	0.104	0.227
1127000	1708000	249.3	4.26	0.104	0.227
1127000	1724000	230.1	4.31	0.104	0.226
1127000	1692000	115.8	0.49	0.104	0.229
1127000	1660000	32.3	0.81	0.104	0.231
1127000	1676000	85.9	0.89	0.104	0.23
1143000	1756000	186.2	1.49	0.104	0.227
1143000	1660000	202	5.13	0.104	0.231
1143000	1676000	235.2	3.8	0.104	0.232
1143000	1644000	145.1	1.72	0.104	0.229
1143000	1628000	7.3	1.46	0.104	0.231
1159000	1772000	107.7	0.09	0.104	0.227
1159000	1628000	78.1	2.45	0.104	0.229
1175000	1804000	72.3	1.84	0.104	0.233
1175000	1788000	172.9	5.77	0.104	0.229
1175000	1772000	177.5	1.75	0.104	0.226
1175000	1644000	240.9	7.5	0.104	0.229
1175000	1628000	173.9	3.25	0.104	0.23
1191000	1788000	23.6	0	0.104	0.23
1191000	1756000	114.5	0.43	0.104	0.228
1191000	1772000	18	0.09	0.104	0.228
1191000	1740000	167.7	8.88	0.104	0.228
1191000	1708000	226.8	1.8	0.104	0.243
1191000	1724000	211.6	8.7	0.104	0.231
1191000	1692000	120.2	2.25	0.104	0.246
1191000	1660000	93.9	4.09	0.104	0.233
1191000	1676000	81.2	5.22	0.104	0.244
1191000	1644000	26.6	4.1	0.104	0.231
439000	2508000	149.9	1.51	0.131	0.156
